station_identity,station_deletion,station_name,station_latitude,station_longitude,zone,postcode,direction_identity
72f3cd4b-62fc-49d8-8b1e-8bed2954a250,false,Clapham High Street,51.46546929922253,-0.132464501562701,2,SW4 6DQ,4e8ce58e-daea-4d93-9490-11e0724e6445
7fa845a7-a3fd-4eff-921d-0a8415dc32c5,false,Clapham Junction,51.46436650778944,-0.1703150005441662,2,SW11 2QP,4e8ce58e-daea-4d93-9490-11e0724e6445
2bd263ff-b94b-4028-9513-bcc026e1748f,false,Clapham North,51.46491600472909,-0.1299100619146426,2,SW4 7TS,4e8ce58e-daea-4d93-9490-11e0724e6445
a9363065-6046-4c1c-bf5c-f0194750a613,false,Clapham South,51.45267624920499,-0.1479840683302919,"2,3",SW12 9DU,4e8ce58e-daea-4d93-9490-11e0724e6445
debe8a35-cd92-41a3-b1c7-e77954bb269a,false,Clapton,51.56156899642487,-0.0574894582650097,2,E5 9JP,d760aad1-f5d3-476a-9030-9fb1c919b639
0f4e275f-6afd-401c-ae58-4a8f2f0c32a0,false,Clock House,51.408540496896926,-0.0407020924973615,4,BR3 4PR,a1f41008-b499-4a71-82d4-444dc4d71d82
f1fa5160-bfe8-406a-b817-24f3a52cb5c2,false,Cockfosters,51.65202423620424,-0.149916709772051,5,EN4 0DZ,c31d725d-5697-4031-94b4-0b4545cf75ef
297be0c9-fdcc-481f-8620-ed73df65a42f,false,Colindale,51.59523010894074,-0.2502875400711353,4,NW9 5HR,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
a58067e9-8fd6-4c12-93d0-d5d394116d20,false,Colliers Wood,51.41875889952969,-0.1774150980496051,3,SW19 2HR,4e8ce58e-daea-4d93-9490-11e0724e6445
6f693829-9211-49c6-9cc1-875a30fea3d7,false,Coombe Lane,51.35978921448624,-0.059531571121806,"3,4,5,6",CR0 5RF,a1f41008-b499-4a71-82d4-444dc4d71d82
0185c5c0-740d-425c-a51c-24cb5f8a8c4c,false,Coulsdon South,51.31580072052946,-0.1379030891827174,6,CR5 3EA,a1f41008-b499-4a71-82d4-444dc4d71d82
69aec30b-8ab8-4411-8ec7-bb83a8dd926b,false,Coulsdon Town,51.32245273545386,-0.1343470562402079,6,CR5 2JA,a1f41008-b499-4a71-82d4-444dc4d71d82
6755ece0-c460-4849-9ba9-ece9e516d8f1,false,Covent Garden,51.51276003353218,-0.1245068937369663,1,WC2E 9JT,fa3a9c79-9948-4923-ac41-55e5962faba9
3d705043-53f4-4437-8cc4-48903e680def,false,Crayford,51.44854705225513,0.178502718160404,6,DA1 3PY,a1f41008-b499-4a71-82d4-444dc4d71d82
b2843cb1-828b-4756-afc3-c39c8627f147,false,Crews Hill,51.68447443881015,-0.1068441000992872,6,EN2 8AY,c31d725d-5697-4031-94b4-0b4545cf75ef
106419c5-e493-4211-ac60-cb025b81f157,false,Cricklewood,51.55842232306195,-0.2125479314767667,3,NW2 1HL,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
899849f1-ee85-4e73-b74e-83c4e7fe0021,false,Crofton Park,51.45517923504132,-0.0365465817645417,3,SE4 2RA,4e8ce58e-daea-4d93-9490-11e0724e6445
403ee0dc-0022-46c3-b319-2a0ff138b09a,false,Crossharbour and London Arena,51.49583995740512,-0.0149328130902497,2,E14 8AD,d760aad1-f5d3-476a-9030-9fb1c919b639
86ddae27-b06c-41dd-8b91-e5a7e512321e,false,Crouch Hill,51.57132690836755,-0.1171332840976015,3,N4 4AU,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
6f4497a9-9ff0-4066-b918-a9925830695b,false,Croxley,51.64700456011115,-0.4416037868779258,7,WD3 3DY,56f2aa1c-b9ad-4a39-a5cb-fb55a75e1355
4ef5833e-40ff-45ea-827f-3f527352a1c1,false,Crystal Palace,51.418170235167786,-0.0726072324587528,"3,4",SE19 2AZ,4e8ce58e-daea-4d93-9490-11e0724e6445
1c20eee7-4a95-4cd3-96ab-deae21493919,false,Custom House,51.50962210163043,0.0257725103052805,3,E16 3BX,d760aad1-f5d3-476a-9030-9fb1c919b639
f547568f-ede4-43f7-b8a2-9f45982a570d,false,Cutty Sark for Maritime Greenwich,51.48194445322957,-0.0105818667236087,2,SE10 9SW,4e8ce58e-daea-4d93-9490-11e0724e6445
d89f9b39-389b-4fac-8c97-83cfe95bb8c0,false,Cyprus,51.50852668850102,0.0638407560748753,3,E6 5PH,d760aad1-f5d3-476a-9030-9fb1c919b639
ea722ed2-173d-4665-8706-6ef43e47bcbf,false,Dagenham Dock,51.52628743708208,0.1450310152885246,5,RM9 6RA,c31d725d-5697-4031-94b4-0b4545cf75ef
b5b6cf6f-ba22-4935-a5be-067a72518e12,false,Dagenham East,51.54418761328958,0.1658334333091666,5,RM10 8AA,c31d725d-5697-4031-94b4-0b4545cf75ef
3d8fdaf6-4007-44ec-ad85-92c6b2e62223,false,Dagenham Heathway,51.54121203550144,0.1476797214740033,5,RM9 5AN,c31d725d-5697-4031-94b4-0b4545cf75ef
e0366379-9029-4bea-a5f1-80cd6e62f722,false,Dalston Junction,51.54609359547847,-0.0749942044988174,2,E8 3DL,d760aad1-f5d3-476a-9030-9fb1c919b639
2a829aac-cd42-4f92-bb27-7417ea56f4fd,false,Dalston Kingsland,51.54866769606561,-0.0762269216179967,2,E8 2JS,d760aad1-f5d3-476a-9030-9fb1c919b639
cb5e3ba6-fde2-4591-bf83-28960140c82e,false,Debden,51.64549214152591,0.0838014752563246,6,IG10 3TG,c31d725d-5697-4031-94b4-0b4545cf75ef
a6567490-c28e-4c7a-b4b1-6db0653a972a,false,Denmark Hill,51.46820049292506,-0.090987869102917,2,SE5 8BB,4e8ce58e-daea-4d93-9490-11e0724e6445
a5b7dc9f-3fc2-49f7-b287-2126cc5c5590,false,Deptford,51.47889004331755,-0.0261963195339122,2,SE8 3NU,4e8ce58e-daea-4d93-9490-11e0724e6445
6a51c762-7046-4549-95e2-23275d333a6a,false,Deptford Bridge,51.47447673839478,-0.0220524287742925,"2,3",SE10 8BU,4e8ce58e-daea-4d93-9490-11e0724e6445
019bb2f5-00ab-45d5-b656-5f391f1063fb,false,Devons Road,51.52225844074295,-0.0180077541751607,2,E3 3QX,d760aad1-f5d3-476a-9030-9fb1c919b639
a941d770-abe9-47f5-a5a4-0c2b42a2fd82,false,Dollis Hill,51.55185020227431,-0.2387977583647576,3,NW10 5NB,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
973d64dc-d7d3-4e0d-81f1-182e946f9aa0,false,Drayton Green,51.51600413801542,-0.3296112533786995,4,W13 0JX,095bb39d-fce2-48a9-a766-d2c297c55985
708c7e5a-d7ec-488d-9006-380a87398c1f,false,Drayton Park,51.553078136383206,-0.1057701991034677,2,N5 1NT,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
b6a1f27d-8465-443e-9b4d-1d31fc6690db,false,Dundonald Road,51.41739780912452,-0.2075271102007702,"3,4,5,6",SW19 3QJ,4e8ce58e-daea-4d93-9490-11e0724e6445
df7e798c-90e6-4014-9e7d-6981a33a5b2e,false,Ealing Broadway,51.51486148277942,-0.3020103761336258,3,W5 2NU,095bb39d-fce2-48a9-a766-d2c297c55985
b5e9e7ef-d23e-4c02-872e-a0ebfb5041bc,false,Ealing Common,51.510248187933655,-0.2871514131053222,3,W5 3LD,095bb39d-fce2-48a9-a766-d2c297c55985
5c61c469-7a4c-414b-98a0-8f249d6f768b,false,Earls Court,51.49135635619762,-0.1943138070951425,"1,2",SW5 9QA,4e8ce58e-daea-4d93-9490-11e0724e6445
173bc635-51fb-4832-b5dd-0fba6660b95f,false,Earlsfield,51.44223850305,-0.1872726865431778,3,SW18 4SW,4e8ce58e-daea-4d93-9490-11e0724e6445
442fa97e-68c9-4ebb-9009-b628593dad2f,false,East Acton,51.51626301045364,-0.2481122212813141,2,W12 0BP,095bb39d-fce2-48a9-a766-d2c297c55985
4c2ce8b8-da3a-4866-ac60-3d7c08ade0b9,false,East Croydon,51.37571595390626,-0.0918634955366216,5,CR0 1LF,a1f41008-b499-4a71-82d4-444dc4d71d82
5a768eef-a4ef-4197-af79-68d61ef9ba35,false,East Dulwich,51.46162545364044,-0.0804365711324548,2,SE22 8EF,4e8ce58e-daea-4d93-9490-11e0724e6445
04c5d21f-c176-4735-b82d-a68a1cd83b86,false,East Finchley,51.5873322776344,-0.1647438844467196,3,N2 0NW,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
68c7c28e-a4b3-460c-8dbc-8a8c2ba8ce97,false,East Ham,51.53924625194368,0.0515162934805761,"3,4",E6 2JA,d760aad1-f5d3-476a-9030-9fb1c919b639
042e4329-2c51-4aed-96cc-35cf0dd8a335,false,East India,51.5086840050616,-0.0023703315489933,"2,3",E14 9PS,d760aad1-f5d3-476a-9030-9fb1c919b639
1c74b5a3-bfe7-4dd9-881c-7f64965e4da7,false,East Putney,51.45887944035384,-0.2109982315959417,"2,3",SW15 6SN,4e8ce58e-daea-4d93-9490-11e0724e6445
d34fde77-4f33-40ee-bdc1-2cfdceec5b4d,false,Eastcote,51.57655117614093,-0.3968232901498021,5,HA5 1QZ,56f2aa1c-b9ad-4a39-a5cb-fb55a75e1355
fa02e255-ce37-4b38-adba-d37e52a3fcef,false,Eden Park,51.390796061854985,-0.0266697155140848,5,BR3 3HQ,a1f41008-b499-4a71-82d4-444dc4d71d82
2381e28b-e8c1-48d4-a651-6e10e050996e,false,Edgware,51.61422917451505,-0.2750936620617057,5,HA8 7AW,56f2aa1c-b9ad-4a39-a5cb-fb55a75e1355
33ebdab5-c7ab-43a9-a205-d8949fad66c1,false,Edgware Road,51.520645084536135,-0.1705395498997404,1,W2 1DY,095bb39d-fce2-48a9-a766-d2c297c55985
c7e27e50-a446-4554-94f2-d0539e793c99,false,Edgware Road,51.519997771093394,-0.1676682526511785,1,NW1 5DH,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
0fdb6f5f-99b9-4d7f-abaa-cb2ab78a2d23,false,Edmonton Green,51.62511560436454,-0.0616390192351294,4,N9 9DX,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
cdb93a1d-f3aa-4cb1-8744-29fde3706cc6,false,Elephant and Castle,51.49584922002923,-0.1007387142562823,"1,2",SE1 6LW,4e8ce58e-daea-4d93-9490-11e0724e6445
ec20aabc-90ca-4298-aaaf-1a7877edd0cd,false,Elm Park,51.54912490990794,0.1972526842834268,6,RM12 4RW,c31d725d-5697-4031-94b4-0b4545cf75ef
4c4661ae-40f8-4c61-af83-251b1bd069f4,false,Elmers End,51.39829103016248,-0.0494638321399583,4,BR3 4EJ,a1f41008-b499-4a71-82d4-444dc4d71d82
76db25d1-65f4-4f01-9a40-02f94a2f4368,false,Elmstead Woods,51.41708070663452,0.0442293428430611,4,BR7 5EW,a1f41008-b499-4a71-82d4-444dc4d71d82
a1a5734c-a620-401c-a095-108c5adadf6d,false,Elstree and Borehamwood,51.65287512084613,-0.279828614916371,6,WD6 3LS,56f2aa1c-b9ad-4a39-a5cb-fb55a75e1355
95807b66-e922-4231-81ac-a656364b2d1d,false,Eltham,51.45566230922668,0.0523293078984463,4,SE9 6UB,4e8ce58e-daea-4d93-9490-11e0724e6445
89237d98-a1bb-42b0-95f1-f060a7996dce,false,Elverson Road,51.46837216503855,-0.016816376196184,"2,3",SE8 4LA,4e8ce58e-daea-4d93-9490-11e0724e6445
457a9061-abd6-4bb1-8017-0c1eaeb4efdd,false,Embankment,51.50731229694681,-0.1223673356621198,1,WC2N 6NS,fa3a9c79-9948-4923-ac41-55e5962faba9
f68aa4fb-8672-4237-b888-fd700f91f06c,false,Emerson Park,51.56911527219532,0.2202229371998107,6,RM11 2JR,c31d725d-5697-4031-94b4-0b4545cf75ef
acf117bb-dbde-4640-ae24-86d349383e3b,false,Enfield Chase,51.65272196544716,-0.0907042050119525,5,EN2 7AA,c31d725d-5697-4031-94b4-0b4545cf75ef
4bef91b2-89c2-4fac-bbe3-1028ca316869,false,Enfield Lock,51.67084607825663,-0.0283910700615031,6,EN3 6BW,c31d725d-5697-4031-94b4-0b4545cf75ef
26cac061-e2b2-4aa8-b405-e5bda4262216,false,Enfield Town,51.65196994515368,-0.0793299217281958,5,EN1 1YB,c31d725d-5697-4031-94b4-0b4545cf75ef
d6ecba00-e96b-4160-a7ca-11e6bd1c2c60,false,Epping,51.69368635497796,0.1138255535142121,6,CM16 4HW,c31d725d-5697-4031-94b4-0b4545cf75ef
b0a43efe-99ef-4a6f-80b6-18b8e12c7636,false,Epsom Downs,51.32365904938116,-0.2389702234596616,6,KT17 4JX,d68422e6-b4c1-4d76-ad60-6fdc8758d831
9c31a006-8f64-4112-8013-478851eda2e8,false,Erith,51.48164796323426,0.1742612910268147,6,DA8 1TY,a1f41008-b499-4a71-82d4-444dc4d71d82
d64263fb-509a-4339-a6d2-3a86b865c4a8,false,Essex Road,51.54063315566608,-0.0963655253611018,2,N1 2SU,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
d74fa9ff-1a1d-416e-bdfb-62db44504210,false,Euston,51.528664114832,-0.1332964708191512,1,NW1 2DU,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
92d126b5-c71e-4ffb-8e41-094fc68b7d37,false,Euston Square,51.525468382999584,-0.1353444884426915,1,NW1 2BN,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
0b3f9d53-5b04-4612-be9a-9decb4038da8,false,Ewell East,51.345243482663065,-0.2415029979804253,6,KT17 1QR,d68422e6-b4c1-4d76-ad60-6fdc8758d831
4c216bcb-f74a-4dbc-8ec3-b3f45b959c50,false,Ewell West,51.34999072305868,-0.2570891291976419,6,KT17 1TU,d68422e6-b4c1-4d76-ad60-6fdc8758d831
645fa95d-79e2-4f54-8f34-3b63f3a26fde,false,Fairlop,51.59610969417489,0.0905932799159299,4,IG6 3HD,c31d725d-5697-4031-94b4-0b4545cf75ef
38d6940c-6ccc-4a71-b85d-863b91e83c51,false,Falconwood,51.45908592772001,0.0785096933805762,4,SE9 2RN,4e8ce58e-daea-4d93-9490-11e0724e6445
86863791-1cbc-4743-8fc1-daed77eb8128,false,Farringdon,51.52019551919777,-0.1048430613167642,1,EC1M 6BY,fa3a9c79-9948-4923-ac41-55e5962faba9
cb8a1e39-a9a5-4089-9b57-408b00cdd30e,false,Feltham,51.44787850388705,-0.4098244711576437,6,TW13 4BY,d68422e6-b4c1-4d76-ad60-6fdc8758d831
9a9cba8c-c0d8-4211-af39-154a04ca5e14,false,Fenchurch Street,51.51156657985079,-0.0785541524539051,1,EC3M 4AJ,fa3a9c79-9948-4923-ac41-55e5962faba9
ea409a06-062f-4c11-aec5-05a0f25a8102,false,Fieldway,51.35131696970674,-0.0245032653332691,"3,4,5,6",CR0 0QA,a1f41008-b499-4a71-82d4-444dc4d71d82
2f82afa9-fa02-4faa-9116-3cf1bb6e6a8d,false,Finchley Central,51.60090293685636,-0.1932206347116579,4,N3 2RY,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
2c717580-33a5-402b-98ad-304f1bfe2d71,false,Finchley Road,51.54709590643439,-0.1800505586324935,2,NW6 3BS,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
2533baa2-7fc7-4a8a-91f1-4b2a6c12bd5e,false,Finchley Road and Frognal,51.55011920011288,-0.1836512006949723,2,NW3 5HT,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
677aedd7-ea8c-4426-b583-0fc8a9a39601,false,Finsbury Park,51.564635274841386,-0.1058814855289023,2,N4 3JU,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
3da54544-cde1-4b80-a7ce-d66f04a798dd,false,Forest Gate,51.54931616108423,0.0241890915432563,3,E7 0QH,d760aad1-f5d3-476a-9030-9fb1c919b639
fc250a66-ce35-4b68-bae8-4754d6b7b9ce,false,Forest Hill,51.43930822760034,-0.0533285042533909,3,SE23 3HD,4e8ce58e-daea-4d93-9490-11e0724e6445
80fdae17-fd54-48cd-ad21-7cb7e6919f28,false,Fulham Broadway,51.480260585746336,-0.1955441615278966,2,SW6 1BY,4e8ce58e-daea-4d93-9490-11e0724e6445
c770c79c-d489-45bf-8770-e42560b6f2f5,false,Fulwell,51.433941995205664,-0.3494385176467358,6,TW2 5NY,d68422e6-b4c1-4d76-ad60-6fdc8758d831
8c4ea3ac-2f68-45d6-ad18-34b2f4234842,false,Gallions Reach,51.50903426024889,0.0717753947300296,3,E6 6FZ,d760aad1-f5d3-476a-9030-9fb1c919b639
a1cc8537-7388-48cc-a871-f461ee8e2e78,false,Gants Hill,51.57655306294169,0.0660840980631794,4,IG2 6UD,c31d725d-5697-4031-94b4-0b4545cf75ef
325fbe21-8231-469a-98db-08f4f41d119b,false,George Street,51.37396589757682,-0.0987181046574809,"3,4,5,6",CRO 1LA,a1f41008-b499-4a71-82d4-444dc4d71d82
37be350c-6899-4c27-8a04-f98716381c07,false,Gidea Park,51.5818660866497,0.2059769831264667,6,RM2 6BX,c31d725d-5697-4031-94b4-0b4545cf75ef
4e9bbd5d-747a-42a8-bda6-09c465ea43c3,false,Gipsy Hill,51.42446938789821,-0.0838351671131961,3,SE19 1PL,4e8ce58e-daea-4d93-9490-11e0724e6445
f6d8fa90-3a79-4b31-b6a5-58b38b1acd73,false,Gloucester Road,51.4944992596252,-0.183543557571591,1,SW7 4SF,4e8ce58e-daea-4d93-9490-11e0724e6445
855b1801-926d-4cd4-89ec-09e16faad9f4,false,Golders Green,51.57221521685042,-0.1948345569382634,3,NW11 7RN,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
d5e4cbc6-a0ba-4a3a-9e1e-d4dece562ab9,false,Goldhawk Road,51.50207659663676,-0.2274040032488232,2,W12 8EG,095bb39d-fce2-48a9-a766-d2c297c55985
221804cf-0da7-4ba7-ae93-4696429152ce,false,Goodge Street,51.52061289126984,-0.1348076891147268,1,W1T 2HF,095bb39d-fce2-48a9-a766-d2c297c55985
c7460b69-6a34-4dbb-b5a9-c5e459c4f338,false,Goodmayes,51.566181168031925,0.1117296550287497,4,IG3 9UH,c31d725d-5697-4031-94b4-0b4545cf75ef
dba3f060-6cff-451f-a1ac-3b368aa23802,false,Gordon Hill,51.66350208554497,-0.0944732992729422,5,EN2 0QU,c31d725d-5697-4031-94b4-0b4545cf75ef
986e2b35-d6bf-486e-b2e4-d9ba2ccf4398,false,Gospel Oak,51.5554050480654,-0.1513010312452065,2,NW5 1LT,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
026feb0b-0bb9-4d30-94a9-48942beb62ec,false,Grange Hill,51.61348057933538,0.092272530168692,4,IG7 5QB,c31d725d-5697-4031-94b4-0b4545cf75ef
233089ac-1b4e-4a04-a267-55f95ae19a08,false,Grange Park,51.64262292064852,-0.0973144232582473,5,N21 1RE,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
2828ce46-9d2c-41d9-bd57-2d876e1e0166,false,Gravel Hill,51.35454318729639,-0.0431216986501781,"3,4,5,6",CR0 5BJ,a1f41008-b499-4a71-82d4-444dc4d71d82
bdfe61ed-df50-4024-bdee-a23591f45736,false,Great Portland Street,51.52378856271794,-0.1439614240810903,1,W1W 5PP,095bb39d-fce2-48a9-a766-d2c297c55985
17aa3af6-908d-4631-ab8c-fcbc1b5a0065,false,Green Park,51.50676025371464,-0.1424775744225331,1,W1J 7BX,095bb39d-fce2-48a9-a766-d2c297c55985
abad4a08-bf1b-4f20-a236-e24cbe80e039,false,Greenford,51.54197950701463,-0.3458787331310219,4,UB6 8PR,56f2aa1c-b9ad-4a39-a5cb-fb55a75e1355
2fd8aa17-641f-4260-a9cb-487a763dfc04,false,Greenwich,51.47754764253433,-0.0148630836027375,"2,3",SE10 8JQ,4e8ce58e-daea-4d93-9490-11e0724e6445
99024102-2448-4c74-93ce-7e07ae4f6a5b,false,Grove Park,51.43043268339476,0.0225985021902338,4,SE12 0PW,4e8ce58e-daea-4d93-9490-11e0724e6445
26c942af-a7d6-4929-8469-e738252f16d3,false,Gunnersbury,51.49186296322991,-0.2751641314162503,3,W4 5RP,095bb39d-fce2-48a9-a766-d2c297c55985
64d3183a-5a87-419f-8e9e-2152fba385b3,false,Hackbridge,51.37786064983568,-0.1538791968503584,4,SM6 7BJ,4e8ce58e-daea-4d93-9490-11e0724e6445
1a603278-e551-40dd-8188-70a81cc26f73,false,Hackney Central,51.54725735659255,-0.0555895118024949,2,E8 1LL,d760aad1-f5d3-476a-9030-9fb1c919b639
324ae823-eecc-45ad-94c1-15915c736bc1,false,Hackney Downs,51.54907798925833,-0.0601851048568028,2,E8 1LA,d760aad1-f5d3-476a-9030-9fb1c919b639
a0923153-0281-4929-ad5e-5f65c28f1437,false,Hackney Wick,51.54355836778055,-0.0252595027702908,2,E9 5ER,d760aad1-f5d3-476a-9030-9fb1c919b639
ab0b3a23-7c4c-4c6c-886a-dbaef155a857,false,Hadley Wood,51.66840258482291,-0.1765811878353872,6,EN4 0EJ,c31d725d-5697-4031-94b4-0b4545cf75ef
933fbecb-e3c6-4016-bbcd-72303f2c3d06,false,Haggerston,51.53868460901327,-0.0755952577608923,2,E8 4DY,d760aad1-f5d3-476a-9030-9fb1c919b639
3167b53f-f82b-4561-a503-f0ff7962843d,false,Hainault,51.602845483752255,0.0941085508301524,4,IG6 3BD,c31d725d-5697-4031-94b4-0b4545cf75ef
daf2dd96-c72a-477d-a5dd-f2db2ff89b33,false,Hammersmith (District),51.49181941355715,-0.2228609258853042,2,W6 9YA,095bb39d-fce2-48a9-a766-d2c297c55985
7d0099d1-d5b2-4b3f-8b1e-b301583c76bf,false,Hammersmith (Met.),51.49348298668772,-0.2246401545007005,2,W6 0ED,095bb39d-fce2-48a9-a766-d2c297c55985
0464dc71-78c0-4b9d-b2c8-d269487ec6d3,false,Hampstead,51.55654230644866,-0.1780145581084496,2,NW3 1QG,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
dd775ba4-4f37-42fb-87e6-c51bb91a8419,false,Hampstead Heath,51.555199657702005,-0.1645661816775728,3,NW3 2QD,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
fbb23c80-e1f9-4395-b2a3-bc71aa5c70f5,false,Hampton,51.41587894495368,-0.3721352456690553,6,TW12 2HU,d68422e6-b4c1-4d76-ad60-6fdc8758d831
62a3c5d2-fcf2-4fe2-9fd6-1a21ccc82f0e,false,Hampton Court,51.40229331804945,-0.3427571453065689,6,KT8 9AE,d68422e6-b4c1-4d76-ad60-6fdc8758d831
089ce409-6f38-4b16-b167-c2ab2030b28d,false,Hampton Wick,51.41463953160616,-0.3131036039493127,6,KT1 4DQ,d68422e6-b4c1-4d76-ad60-6fdc8758d831
4e9b7981-f0f8-4986-88e9-fa525b18de21,false,Hanger Lane,51.5300715563412,-0.2929961405571649,3,W5 1DL,095bb39d-fce2-48a9-a766-d2c297c55985
5e488e18-2f14-42e6-9978-5e7523588159,false,Hanwell,51.512185406676046,-0.3380518777863309,4,W7 3EB,095bb39d-fce2-48a9-a766-d2c297c55985
4b02c3ae-34f5-4576-ac5c-cb224820bb61,false,Harlesden,51.53625790862039,-0.2574956703770174,3,NW10 8UT,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
596166f6-c790-4973-a775-a026a3e8bf39,false,Harold Wood,51.59320260393047,0.2342040766583728,6,RM3 0BL,c31d725d-5697-4031-94b4-0b4545cf75ef
6a216ce3-ee51-44f5-8a47-84da4250fb42,false,Harringay,51.57735773978009,-0.1052082519128206,3,N4 1RW,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
b8bfd9da-2a9d-46a3-a741-e7cdadc2012f,false,Harringay Green Lanes,51.5771457347569,-0.0982173912207183,3,N4 2NU,9beb28ec-f491-4ffd-8601-0ad71c0bdbc2
